x,impedance,resistance,phase
0.0,99.63889346354608,0.0,42.98797027080885
0.02004008016032064,99.37576229795397,25065170.776794925,46.098030113422446
0.04008016032064128,99.6851624688233,50442982.8075582,48.89362523655567
0.06012024048096192,98.53669586308199,73931065.83273959,46.087803797039385
0.08016032064128256,100.18794067080393,101906201.29757848,43.845417538038305
0.1002004008016032,98.4333794161756,122960187.63791324,45.0446050343035
0.12024048096192384,98.94893497028461,149101914.6245321,43.27968724345556
0.1402805611222445,97.32240407693298,168280354.6464282,44.7356951818062
0.16032064128256512,97.07056193542574,191326354.3283449,45.46581080916293
0.18036072144288576,97.50898080602701,217190820.18730095,45.44319795273606
0.2004008016032064,94.90345515100931,228598707.1617282,46.51221179699593
0.22044088176352705,95.72652372674513,255839137.82123405,45.434936942960924
0.24048096192384769,96.10114311692593,281285972.6420631,48.164248360211694
0.2605210420841683,93.89818971596242,290915936.70365316,42.6980110717758
0.280561122244489,122.18155434456082,203663360.50672212,64.19322872288052
0.3006012024048096,94.4083018726983,339329293.4841526,42.77796355440047
0.32064128256513025,93.63562466700292,356050769.4611841,41.42270683790418
0.3406813627254509,94.36387802023326,384211362.3834795,43.569027211230654
0.3607214428857715,94.07776786124921,404348872.05769414,43.956593716087966
0.3807615230460922,93.25091054023335,419343084.14317447,42.556997543718005
0.4008016032064128,93.38963287153513,442728065.45421755,44.01556079004768
0.42084168336673344,92.40716355873634,455135064.84126604,43.39977094411575
0.4408817635270541,91.180255005856,464230860.5100933,38.987282968624164
0.4609218436873747,89.52287816720721,467848919.1324848,46.95118777191764
0.48096192384769537,89.42678639680895,487142715.0395387,44.17565158815313
0.501002004008016,91.457341432322,530746178.6294675,44.80555020634402
0.5210420841683366,89.90306399379939,533374263.4682377,43.562396166969485
0.5410821643286573,91.24018864534739,570487108.5512052,47.02548763535477
0.561122244488978,89.70383840737561,571860114.2740426,45.96326306534937
0.5811623246492986,88.75866086390238,579868079.125514,45.61572765579198
0.6012024048096192,88.78646211359825,600239371.0320119,46.13032603656365
0.6212424849699398,88.20954915054608,612213102.8229407,47.23677768033204
0.6412825651302605,87.87694908130612,627205187.0664388,46.614169053949944
0.6613226452905812,86.49995269999039,626693804.9650874,46.085781491612835
0.6813627254509018,86.54570964266435,646367818.357452,43.22536321455595
0.7014028056112224,86.0807057192028,658247781.0482013,45.224994787439435
0.721442885771543,86.80936266957451,688565657.1225585,47.13640323996441
0.7414829659318637,86.19134564221503,697651878.5744025,47.014559930507325
0.7615230460921844,85.46951695635718,704556486.1102508,43.64891360623981
0.781563126252505,114.15237820324302,537647110.7996076,64.61114298584616
0.8016032064128256,85.3811656391693,740105910.0426166,48.73478069940482
0.8216432865731462,85.57004533206933,761968648.7056636,43.05160636069173
0.8416833667334669,84.71318600945366,764999309.8244904,44.045105586229205
0.8617234468937875,84.77457572845049,784349144.5474846,49.06677879550911
0.8817635270541082,83.84086725053356,785007710.085123,45.98988574838086
0.9018036072144289,84.31960144925725,812043558.6307039,44.310683281030194
0.9218436873747494,84.26266906068665,828968401.3913361,43.00013975920052
0.9418837675350701,82.24436891462855,806900388.6714451,41.6116457806515
0.9619238476953907,83.29873868517066,845332973.8802538,43.862480173814824
0.9819639278557114,81.78222266415811,831809011.2766807,50.61955080132729
1.002004008016032,81.63249896025678,845679706.3688165,44.42140724407522
1.0220440881763526,82.11975819384008,872921563.0753896,44.1191878273095
1.0420841683366733,81.90921477997591,885479661.9668939,47.40530576612433
1.062124248496994,80.61922929513457,874304825.7292677,46.19359609859082
1.0821643286573146,80.09742159991808,879307046.8067268,46.101809086920255
1.1022044088176353,78.77448199070751,866250549.7821223,46.59468844245657
1.122244488977956,78.69313670981049,880179931.1314042,47.644155640985595
1.1422845691382766,105.52991596156238,708007180.1644707,56.04966570756949
1.1623246492985972,79.11593408953013,921436974.7020984,47.57871947593896
1.1823647294589177,78.79358788200808,929701403.6173956,43.08401331816289
1.2024048096192383,78.92100915900639,948519430.7272071,44.18874915735735
1.222444889779559,79.12288721202518,969267854.0867753,46.846040266919985
1.2424849699398797,113.4925167489101,551550459.1227142,66.99270018489656
1.2625250501002003,77.47475181199513,959777707.655976,43.4857166122121
1.282565130260521,76.96498689845242,962223801.347892,43.37824697096814
1.3026052104208417,75.98651347673598,952568277.4377798,41.711041125781335
1.3226452905811623,76.30723567842466,975405273.5817484,46.28685411267478
1.342685370741483,75.77455047511674,976407848.6376553,46.60127523496556
1.3627254509018036,75.90705129594863,994449827.0185027,42.62410822082258
1.3827655310621243,75.59037480575952,1000672143.107309,45.059781286453145
1.4028056112224447,75.5941563787321,1015276213.115897,47.598849194636955
1.4228456913827654,74.80569508934835,1008410585.5546684,44.59081220197915
1.442885771543086,108.74361972039799,803311523.6952015,64.28863567487065
1.4629258517034067,75.4423625068371,1054540204.5804411,46.9590786561181
1.4829659318637274,74.76645278014769,1049917064.4407742,45.75791547678993
1.503006012024048,72.92229783869803,1012259066.8826315,46.60795957720546
1.5230460921843687,103.20737693562357,531530531.49523616,63.51098111961493
1.5430861723446894,73.66327573522133,1060480048.21185,41.92457148564029
1.56312625250501,74.20569574875972,1090131294.5480506,46.06431813767489
1.5831663326653307,71.56659054336076,1026969317.74927,47.64809243778794
1.6032064128256511,71.21814447869929,1029866704.003094,46.298393649939904
1.6232464929859718,72.53451101774306,1081643428.1682835,44.912038566943686
1.6432865731462925,71.45203739133822,1062558397.2065837,42.68296919100669
1.6633266533066131,72.55715920079025,1109042924.4180353,44.81358434466175
1.6833667334669338,70.11168194515308,1048020503.6042644,42.89684376443495
1.7034068136272544,69.76107108678534,1049916902.4887885,45.14004021604243
1.723446893787575,71.02972997593265,1101256539.4869287,46.24764743536751
1.7434869739478958,70.41853870285738,1094971943.6209865,46.379108854683565
1.7635270541082164,70.26488906070905,1102729832.1770477,46.530296092171454
